Company,Location HQ,# Laid Off,Date,%,Industry,Source,Stage,$ Raised (mm),Country,Date Added,Ticker
Viasat,San Diego,800.0,2023-11-02,10%,Other,https://news.bloomberglaw.com/bankruptcy-law/viasat-to-cut-global-workforce-by-approximately-10,Post-IPO,$366,United States,11/2/2023,VSAT
Beyond Meat,Los Angeles,65.0,2023-11-02,8%,Food,https://investors.beyondmeat.com/news-releases/news-release-details/beyond-meatr-provides-select-third-quarter-financial-results,Post-IPO,$122,United States,11/6/2023,BYND
Sportradar,"St. Gallen,Non-U.S.",,2023-11-02,10%,Data,https://www.sportspromedia.com/news/sportradar-job-cuts-sports-data/?zephr_sso_ott=VfONzi,Post-IPO,$84,Switzerland,1/24/2024,SRAD
Informatica,SF Bay Area,545.0,2023-11-01,10%,Data,https://www.barrons.com/articles/informatica-buyback-earnings-6cc15b80,Post-IPO,,United States,11/1/2023,INFA
Splunk,SF Bay Area,500.0,2023-11-01,7%,Data,https://www.cnbc.com/2023/11/01/splunk-layoffs-7percent-of-workforce-to-be-cut-ahead-of-cisco-acquisition.html,Post-IPO,$2400,United States,11/1/2023,None
Hippo Insurance,SF Bay Area,120.0,2023-10-26,20%,Finance,https://www.theinsurer.com/news/hippo-undertakes-another-round-of-job-cuts-impacting-70-roles/,Post-IPO,$1300,United States,10/27/2023,None
 F-Secure ,"Helsinki,Non-U.S.",70.0,2023-10-25,,Security,https://yle.fi/a/74-20056883,Post-IPO,,Finland,10/26/2023,FSECURE.HE
LegalZoom,Austin,100.0,2023-10-19,,Legal,https://www.bizjournals.com/austin/news/2023/10/19/legal-zoom-layoffs-williamson-county-warn-notice.html,Post-IPO,$951,United States,10/19/2023,LZ
Google,SF Bay Area,40.0,2023-10-18,,Consumer,https://www.cnbc.com/2023/10/18/google-cuts-dozens-of-jobs-in-news-division-.html,Post-IPO,$26,United States,10/18/2023,GOOG
Expedia,Seattle,100.0,2023-10-17,,Travel,https://skift.com/2023/10/17/expedia-laid-off-around-100-employees-in-second-round-of-job-cuts/,Post-IPO,$3300,United States,10/17/2023,EXPE
Qualcomm,San Diego,1258.0,2023-10-12,2%,Hardware,https://www.cnbc.com/2023/10/12/qualcomm-to-cut-roughly-1258-jobs-in-california.html,Post-IPO,,United States,10/13/2023,QCOM
Lending Club,SF Bay Area,172.0,2023-10-12,14%,Finance,https://www.bloomberg.com/news/articles/2023-10-12/lendingclub-plans-to-cut-172-jobs-reports-preliminary-results?embedded-checkout=true,Post-IPO,$392,United States,10/13/2023,None
MariaDB,SF Bay Area,84.0,2023-10-12,28%,Data,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001929589/000155837023016381/mrdb-20231012x8k.htm,Post-IPO,$272,United States,10/12/2023,None
Stitch Fix,Dallas,558.0,2023-10-09,,Retail,https://www.retaildive.com/news/stitch-fix-layoffs-dallas-distribution-center-closures/695985/,Post-IPO,$79,United States,10/15/2023,SFIX
Juniper Networks,SF Bay Area,440.0,2023-10-06,4%,Hardware,https://www.lightreading.com/finance/juniper-networks-to-layoff-440-employees-at-a-cost-of-59m,Post-IPO,$39,United States,1/9/2024,JNPR
Shift,SF Bay Area,,2023-10-06,100%,Transportation,https://www.marketwatch.com/story/shift-technologies-files-for-bankruptcy-amid-wind-down-33602dbf,Post-IPO,$504,United States,10/7/2023,FOUR
Enovix,SF Bay Area,185.0,2023-10-05,,Energy,https://www.theinformation.com/articles/the-electric-enovix-lays-off-185-engineers-and-shifts-most-of-its-operations-to-malaysia,Post-IPO,$516,United States,10/6/2023,ENVX
Arrival,"London,Non-U.S.",,2023-10-05,25%,Transportation,https://techcrunch.com/2023/10/10/cash-strapped-ev-maker-arrival-lays-off-yet-more-workers/,Post-IPO,$629,United Kingdom,10/10/2023,ARVLF
Bird,Los Angeles,,2023-10-04,,Transportation,https://techcrunch.com/2023/10/04/bird-lays-off-staff-after-spin-acquisition-to-reduce-redundancies/,Post-IPO,$916,United States,10/4/2023,BIRD
Block,SF Bay Area,,2023-10-04,,Finance,https://www.afr.com/technology/afterpay-s-block-begins-layoffs-after-stock-crashes-20231004-p5e9pe,Post-IPO,$150,United States,10/4/2023,BLK=F
Meta,SF Bay Area,,2023-10-04,,Consumer,https://www.reuters.com/technology/meta-lay-off-employees-metaverse-silicon-unit-wednesday-2023-10-03/,Post-IPO,$26000,United States,10/3/2023,META
IronNet,Washington D.C.,,2023-10-02,100%,Security,https://techcrunch.com/2023/10/02/ironnet-founded-by-former-nsa-director-shuts-down-and-lays-off-staff/,Post-IPO,$428,United States,10/3/2023,None
Sono Motors,"Munich,Non-U.S.",,2023-10-02,,Transportation,https://www.linkedin.com/feed/update/urn:li:activity:7114544303233740800/,Post-IPO,$127,Germany,10/2/2023,None
2U,Washington D.C.,,2023-09-28,,Education,https://2u.com/latest/organizational-changes-2u/,Post-IPO,$426,United States,9/29/2023,2U2.BE
Snap,Los Angeles,170.0,2023-09-27,,Consumer,https://newsroom.snap.com/ar-enterprise-strategic-review,Post-IPO,$4900,United States,9/27/2023,SNAP
Roblox,New York City,30.0,2023-09-22,,Consumer,https://techcrunch.com/2023/09/21/roblox-cuts-30-on-talent-acquisition-team-as-hiring-slows/,Post-IPO,$857,United States,9/21/2023,RBLX
Robinhood,SF Bay Area,,2023-09-21,,Finance,https://www.businessinsider.com/robinhood-layoffs-reorganization-credit-cards-shrinking-user-base-insiders-say-2023-9,Post-IPO,$5600,United States,9/24/2023,HOOD
Cisco,SF Bay Area,350.0,2023-09-17,,Infrastructure,https://www.marketwatch.com/story/cisco-to-cut-350-jobs-in-latest-round-of-layoffs-f9084451,Post-IPO,$2,United States,9/20/2023,CSCO
Sage Therapeutics copy,Boston,290.0,2023-09-15,,Healthcare,https://www.bizjournals.com/boston/news/2023/09/15/sage-therapeutics-cambridge-layoffs.html,Post-IPO,$438,United States,9/21/2023,None
Google,SF Bay Area,75.0,2023-09-13,,Consumer,https://www.eastbaytimes.com/2023/10/31/google-tech-job-cut-layoff-bay-area-economy-office-lease-alphabet/,Post-IPO,$26,United States,9/13/2023,GOOG
Akili Labs,Boston,,2023-09-13,40%,Healthcare,https://www.bizjournals.com/boston/news/2023/09/13/akili-interactive-layoffs-september-2023-otc.html,Post-IPO,$301,United States,9/14/2023,None
Roku,SF Bay Area,360.0,2023-09-06,10%,Media,https://www.cnbc.com/2023/09/06/roku-to-lay-off-10percent-of-workforce-stock-jumps.html,Post-IPO,$208,United States,9/6/2023,ROKU
iSpecimen,Boston,,2023-09-06,20%,Healthcare,https://seekingalpha.com/news/4009713-ispecimen-to-lay-off-20-of-its-employees-as-it-seeks-profitability,Post-IPO,$31,United States,9/9/2023,ISPC
Absci,Portland,30.0,2023-09-05,15%,Healthcare,https://www.geekwire.com/2023/biotech-company-absci-lays-off-30-employees-about-15-of-staff/,Post-IPO,$238,United States,9/7/2023,ABSI
Pegasystems,Boston,240.0,2023-08-31,4%,HR,https://www.bizjournals.com/boston/news/2023/08/31/pegasystems-layoffs-second-round.html,Post-IPO,,United States,8/31/2023,PEGA
Expedia,Seattle,,2023-08-31,,Travel,https://www.geekwire.com/2023/internal-email-expedia-group-lays-off-some-tech-workers-in-latest-move-to-reshape-its-workforce/,Post-IPO,$3300,United States,9/4/2023,EXPE
Zebra Technologies,Chicago,700.0,2023-08-28,7%,Manufacturing,https://www.chicagobusiness.com/technology/zebra-technologies-cuts-700-jobs-or-7-percent-bar-code-maker-workforce,Post-IPO,$2000,United States,8/28/2023,ZBRA
SenseTime,"Hong Kong,Non-U.S.",,2023-08-28,,AI,https://technode.com/2023/08/28/chinese-ai-company-sensetime-initiates-new-round-of-layoffs-in-overhaul/,Post-IPO,$2600,Hong Kong,8/28/2023,0020.HK
Fortinet,SF Bay Area,,2023-08-25,,Security,https://www.crn.com/news/security/fortinet-makes-cuts-to-sales-channel-business-development-groups,Post-IPO,$89,United States,8/26/2023,FTNT
BlackLine,Los Angeles,95.0,2023-08-23,5%,Finance,https://beststocks.com/blackline-announces-workforce-reduction-to-st/,Post-IPO,$220,United States,8/24/2023,BL
Tempo Automation,SF Bay Area,,2023-08-22,,Other,https://www.bizjournals.com/sanfrancisco/news/2023/08/22/tmpo-asia-io-layoffs-san-francisco-manufacturing.html,Post-IPO,$154,United States,8/23/2023,TMPOQ
Illumina,San Diego,151.0,2023-08-17,,Healthcare,https://www.sandiegouniontribune.com/business/story/2023-08-17/illumina-lays-off-151-san-diego-workers,Post-IPO,$28,United States,8/19/2023,ILMN
AppFolio,Santa Barbara,149.0,2023-08-17,9%,Real Estate,https://www.pacbiztimes.com/2023/08/17/appfolio-lays-off-9-of-workforce-in-second-round-of-2023-cuts/,Post-IPO,$30,United States,8/18/2023,APPF
Intel,SF Bay Area,140.0,2023-08-17,,Hardware,https://www.tomshardware.com/news/intel-to-make-further-workforce-cuts-in-us-report,Post-IPO,$12,United States,8/19/2023,INTC
SecureWorks,Atlanta,300.0,2023-08-14,15%,Security,https://techcrunch.com/2023/08/14/secureworks-second-round-layoffs-this-year/,Post-IPO,$83,United States,8/14/2023,None
Shutterfly,Minneapolis,246.0,2023-08-10,,Manufacturing,https://www.cbsnews.com/minnesota/news/shutterfly-closing-shakopee-plant/,Post-IPO,$50,United States,8/11/2023,None
NCC Group,"Manchester,Non-U.S.",,2023-08-10,,Security,https://techcrunch.com/2023/08/10/ncc-group-layoffs/,Post-IPO,,United Kingdom,8/16/2023,NZB.F
Blend,SF Bay Area,150.0,2023-08-09,19%,Finance,http://archive.fast-edgar.com/20230809/A7L2K22CZ22282Z2222G22ZZMTBIQQB2A252/,Post-IPO,$665,United States,8/11/2023,BLND
Babylon Health,"London,Non-U.S.",94.0,2023-08-09,,Healthcare,https://www.fiercehealthcare.com/digital-health/babylon-closes-us-business-lays-employees-after-mindmaze-take-private-deal-collapses,Post-IPO,$1200,United Kingdom,8/11/2023,None
Bukalapak,"Jakarta,Non-U.S.",,2023-08-09,,Retail,https://www.techinasia.com/bukalapak-conducts-new-round-of-layoffs,Post-IPO,$925,Indonesia,8/9/2023,5E9.F
Thoughtworks,Chicago,579.0,2023-08-08,5%,Other,https://www.chicagobusiness.com/employment/thoughtworks-cut-hundreds-jobs,Post-IPO,$748,United States,10/16/2023,None
Rapid7,Boston,470.0,2023-08-08,18%,Security,https://www.bizjournals.com/boston/news/2023/08/08/rapid7-layoffs-q2-earnings.html,Post-IPO,$89,United States,8/8/2023,RPD
Doximity,SF Bay Area,100.0,2023-08-08,10%,Healthcare,https://www.fiercehealthcare.com/health-tech/doximity-lays-10-workforce-stock-sinks-company-downgrades-revenue-guidance,Post-IPO,$82,United States,8/8/2023,DOCS
23andMe,SF Bay Area,71.0,2023-08-08,11%,Healthcare,https://www.streetinsider.com/Corporate+News/23andMe+Holding+%28ME%29+Announces+11%25+Workforce+Cut/22014370.html,Post-IPO,$1100,United States,8/8/2023,MEHCQ
Dell,Austin,,2023-08-07,,Hardware,https://www.crn.com/news/channel-news/dell-confirms-sales-layoffs-as-part-of-new-partner-led-storage-strategy,Post-IPO,,United States,8/7/2023,DELL
Astra,SF Bay Area,,2023-08-04,25%,Aerospace,https://techcrunch.com/2023/08/04/astra-lays-off-25-of-workforce-reallocates-engineers-in-an-effort-to-fight-dwindling-cash-reserves/,Post-IPO,$300,United States,8/4/2023,AZN
Salesforce,"Dublin,Non-U.S.",50.0,2023-08-02,,Sales,https://www.bloomberg.com/news/articles/2023-08-02/salesforce-cuts-more-jobs-after-10-reduction-earlier-this-year?in_source=embedded-checkout-banner#xj4y7vzkg,Post-IPO,$65,Ireland,8/3/2023,CRM
TripAdvisor,Boston,,2023-08-02,,Travel,https://ir.tripadvisor.com/static-files/d6752890-85a0-4764-a90e-f6213480c7e1,Post-IPO,$3,United States,8/2/2023,TRIP
Planet,SF Bay Area,117.0,2023-08-01,10%,Aerospace,https://www.cnbc.com/2023/08/01/planet-pl-lays-off-about-10percent-company-restructures.html,Post-IPO,$574,United States,8/1/2023,PL
Kape Technologies,"London,Non-U.S.",200.0,2023-07-30,30%,Security,https://techreport.com/news/cybersecurity-firm-kape-technologies-lay-off-around-200-employees/,Post-IPO,$188,United Kingdom,7/30/2023,None
Kape,"London,Non-U.S.",180.0,2023-07-28,,Security,https://www.pcmag.com/news/tough-times-for-vpns-expressvpn-parent-company-lays-off-30-of-staff,Post-IPO,$188,United Kingdom,8/5/2023,None
Homology,Boston,,2023-07-28,,Healthcare,https://www.bizjournals.com/boston/news/2023/07/28/homology-layoffs-july-2023.html,Post-IPO,$187,United States,7/28/2023,None
Wish,SF Bay Area,255.0,2023-07-27,34%,Retail,https://ir.wish.com/node/10081/html,Post-IPO,$1600,United States,8/1/2023,WISH
Kleos Space,"Luxembourg,Raleigh",,2023-07-26,100%,Aerospace,https://spacenews.com/geospatial-intelligence-startup-kleos-space-files-for-bankruptcy/,Post-IPO,$17,Luxembourg,7/27/2023,None
AppHarvest,Lexington,,2023-07-24,100%,Food,https://marketrealist.com/why-did-this-farming-startup-app-harvest-declare-bankruptcy/,Post-IPO,$692,United States,7/27/2023,None
Phunware,Austin,,2023-07-20,,Other,https://seekingalpha.com/news/3989259-software-developer-phunware-to-lay-off-one-third-of-its-workforce,Post-IPO,$87,United States,7/21/2023,PHUN
Inspirato,Denver,50.0,2023-07-19,6%,Travel,https://skift.com/2023/07/20/inspirato-lays-off-6-of-workforce-second-round-of-cuts-this-year/,Post-IPO,$179,United States,7/20/2023,ISPO
Blue Apron,New York City,,2023-07-19,20%,Food,https://seekingalpha.com/news/3999870-blue-apron-discloses-that-it-cut-20-of-its-corporate-workforce-in-july,Post-IPO,$422,United States,8/9/2023,None
Microsoft,Seattle,1000.0,2023-07-18,,Other,https://www.businessinsider.com/microsoft-layoffs-more-than-1000-jobs-sales-customer-service-2023-7?IR=T,Post-IPO,$1,United States,7/10/2023,MSFT
Sarcos,Salt Lake City,75.0,2023-07-17,25%,Aerospace,https://www.therobotreport.com/sarcos-plans-to-layoff-around-75-workers-as-part-of-optimization-plan/,Post-IPO,$316,United States,7/19/2023,None
IBM,"Tel Aviv,Non-U.S.",,2023-07-17,,Hardware,https://www.calcalistech.com/ctechnews/article/ryacsbqqh,Post-IPO,,United States,7/19/2023,IBM
Amazon,Seattle,80.0,2023-07-13,,Retail,https://news.yahoo.com/amazon-lays-off-80-workers-230451163.html?guccounter=1,Post-IPO,$108,United States,7/14/2023,AMZN
AudioCodes,"Tel Aviv,Non-U.S.",80.0,2023-07-13,6%,Other,https://www.calcalistech.com/ctechnews/article/bkrcqqaf3,Post-IPO,$91,Israel,7/16/2023,AUDC
Tempo Automation,SF Bay Area,62.0,2023-07-13,,Other,https://investors.tempoautomation.com/static-files/f021231f-65a6-4ae2-8680-3bc48a51a028,Post-IPO,$154,United States,7/17/2023,TMPOQ
Peloton,New York City,11.0,2023-07-13,,Fitness,https://dol.ny.gov/system/files/documents/2023/07/warn-peloton-interactive-nyc-2023-0006-7-14-2023.pdf,Post-IPO,$1900,United States,7/17/2023,PTON
Bark,New York City,,2023-07-13,8%,Retail,https://seekingalpha.com/news/3987629-bark-cuts-8-of-workforce-as-part-of-cost-reduction-initiative,Post-IPO,$282,United States,7/26/2023,BARK
Stitch Fix,Philadelphia,400.0,2023-07-12,,Retail,https://www.inquirer.com/jobs/labor/stitch-fix-layoffs-closure-bethlehem-lehigh-valley-warehouse-20230712.html,Post-IPO,$79,United States,7/14/2023,SFIX
DeepVerge,"Dublin,Non-U.S.",50.0,2023-07-12,100%,Healthcare,https://www.standard.co.uk/business/life-science-ai-firm-deepverge-lays-off-staff-tech-collapse-jobs-redundancy-skin-water-technology-b1093932.html,Post-IPO,$20,Ireland,7/13/2023,None
Freightos,Miami,50.0,2023-07-12,13%,Logistics,https://sourcingjournal.com/topics/logistics/freightos-layoffs-13-percent-persistently-weak-freight-market-job-cuts-costs-445086/,Post-IPO,$118,United States,7/12/2023,CRGO
Expedia,Seattle,,2023-07-12,,Travel,https://www.phocuswire.com/expedia-group-lays-of-staff-us-and-abroad,Post-IPO,$3300,United States,7/17/2023,EXPE
Matterport,SF Bay Area,170.0,2023-07-11,30%,Data,https://investors.matterport.com/static-files/9d9ec717-3e67-410b-92cb-8cb27218fbe4,Post-IPO,$409,United States,7/11/2023,None
Everquote,Evansville,100.0,2023-07-11,,Finance,https://www.insurancejournal.com/news/national/2023/07/11/729444.htm,Post-IPO,$53,United States,7/12/2023,EVER
Butterfly Network copy,Boston,,2023-07-11,25%,Healthcare,https://www.marketscreener.com/quote/stock/BUTTERFLY-NETWORK-INC-119073390/news/Butterfly-Network-Costs-Associated-with-Exit-Disposal-Form-8-K-44342052/,Post-IPO,$530,United States,7/16/2023,None
Shift,SF Bay Area,,2023-07-11,34%,Transportation,https://seekingalpha.com/news/3986897-shift-to-terminate-34-of-workforce-end-investment-into-dealer-marketplace-business,Post-IPO,$504,United States,7/12/2023,FOUR
Latch,New York City,,2023-07-10,59%,Security,https://www.marketscreener.com/quote/stock/LATCH-INC-117136898/news/Latch-Drives-Additional-Discipline-and-Efficiency-Setting-the-Stage-For-Accelerated-Future-Growth-44303832/,Post-IPO,$342,United States,7/10/2023,LTCH
Amdocs,St. Louis,2000.0,2023-07-06,6%,Support,https://www.calcalistech.com/ctechnews/article/sjfzud4f3,Post-IPO,,United States,1/5/2023,DOX
Vista Group,"Auckland,Non-U.S.",,2023-07-05,6%,Data,https://www.nzherald.co.nz/business/vista-group-the-latest-kiwi-tech-to-lay-off-staff/XEXAP52NNZCR3GO7EJKWUDSAHY/,Post-IPO,,New Zealand,7/6/2023,VGL.NZ
Zip,"Sydney,Non-U.S.",300.0,2023-07-02,20%,Finance,https://www.theaustralian.com.au/business/dataroom/zip-co-sacks-staff-as-buy-now-pay-later-sector-struggles/news-story/6ab956577a322e3f12e4146444e1cb64?amp&nk=842499914bf8dcecd67ffaacf7550303-1688513490,Post-IPO,$896,Australia,7/4/2023,ZIP
Selina,"London,Non-U.S.",350.0,2023-06-27,,Travel,https://www.calcalistech.com/ctechnews/article/hjprald00n,Post-IPO,$612,United Kingdom,7/6/2023,SLNAF
New Relic,SF Bay Area,255.0,2023-06-27,10%,Infrastructure,https://www.oregonlive.com/silicon-forest/2023/06/new-relic-will-lay-off-another-255-in-latest-restructuring.html,Post-IPO,$214,United States,6/27/2023,None
Lordstown Motors,Detroit,,2023-06-27,100%,Transportation,https://www.cnn.com/2023/06/27/business/lordstown-motors-bankruptcy-foxconn-lawsuit-intl-hnk/index.html,Post-IPO,$1100,United States,6/30/2023,None
Payoneer,New York City,200.0,2023-06-26,10%,Finance,https://www.calcalistech.com/ctechnews/article/sjctoolon,Post-IPO,,United States,6/27/2023,PAYO
Robinhood,SF Bay Area,150.0,2023-06-26,7%,Finance,https://www.wsj.com/articles/robinhood-lays-off-about-7-of-its-full-time-employees-2111cb48,Post-IPO,$5600,United States,6/26/2023,HOOD
Uber,SF Bay Area,200.0,2023-06-21,,Transportation,https://www.nasdaq.com/articles/uber-to-lay-off-200-employees-in-recruitment-division,Post-IPO,$25200,United States,6/21/2023,UBER
Illumina,San Diego,,2023-06-21,,Healthcare,https://www.sec.gov/Archives/edgar/data/1110803/000111080323000048/ilmn-20230621.htm,Post-IPO,$28,United States,6/27/2023,ILMN
Grab,"Singapore,Non-U.S.",1000.0,2023-06-20,11%,Transportation,https://www.reuters.com/technology/singapores-grab-informs-staff-1000-layoffs-2023-06-20/,Post-IPO,$16500,Singapore,6/20/2023,GRAB
Nikola,Phoenix,270.0,2023-06-16,,Transportation,https://www.reuters.com/business/autos-transportation/electric-truck-maker-nikola-laying-off-270-employees-2023-06-16/,Post-IPO,$3300,United States,6/17/2023,NKLAQ
Qualcomm,SF Bay Area,84.0,2023-06-16,,Hardware,https://www.bizjournals.com/sanjose/news/2023/06/16/qualcomm-laying-off-dozens-in-santa-clara.html,Post-IPO,,United States,7/19/2023,QCOM
Sonos,New York City,130.0,2023-06-14,7%,Consumer,https://www.cnbc.com/2023/06/14/sonos-layoffs-company-cuts-7percent-or-about-130-employees.html,Post-IPO,$455,United States,6/14/2023,SONO
TrueCar,Los Angeles,102.0,2023-06-14,24%,Transportation,https://techcrunch.com/2023/06/14/truecar-lays-off-102-employees-taps-new-ceo-amid-restructure/,Post-IPO,$340,United States,6/14/2023,TRUE
Olo,New York City,81.0,2023-06-14,11%,Food,https://www.restaurantbusinessonline.com/technology/olo-lays-81-people-part-reorganization,Post-IPO,$184,United States,6/14/2023,OLO
Western Digital,SF Bay Area,211.0,2023-06-13,,Hardware,https://www.bizjournals.com/sanjose/news/2023/06/13/western-digital-to-cut-more-silicon-valley-workers.html,Post-IPO,$900,United States,10/20/2023,WDC
Zalando,"Berlin,Non-U.S.",,2023-06-13,,Retail,https://www.textilwirtschaft.de/business/news/abfindungsprogramm-zalando-neue-details-zum-stellenabbau-240656?crefresh=1,Post-IPO,$468,Germany,7/4/2023,ZAL.DE
Chegg,SF Bay Area,80.0,2023-06-12,4%,Education,https://www.bloomberg.com/news/articles/2023-06-12/chegg-slashes-4-of-workforce-following-shift-to-embrace-ai#xj4y7vzkg,Post-IPO,$227,United States,6/13/2023,CHGG
23andMe,SF Bay Area,75.0,2023-06-09,9%,Healthcare,https://www.genomeweb.com/business-news/23andme-laying-9-percent-workforce-cut-operating-costs,Post-IPO,$1100,United States,6/9/2023,MEHCQ
Freshworks,SF Bay Area,,2023-06-08,,Support,https://bwdisrupt.businessworld.in/article/SaaS-Startup-Freshworks-Conducts-Another-Round-Of-Layoff-Fires-114-Employees/08-06-2023-479793/,Post-IPO,$484,United States,6/8/2023,FRSH
Nubank,"Sao Paulo,Non-U.S.",296.0,2023-06-07,,Finance,https://brazilian.report/liveblog/politics-insider/2023/06/07/nubank-layoffs-restructuring/,Post-IPO,$4100,Brazil,6/8/2023,None
HashiCorp,SF Bay Area,,2023-06-07,8%,Infrastructure,https://ir.hashicorp.com/news-releases/news-release-details/hashicorp-announces-first-quarter-financial-results-fiscal-0,Post-IPO,$349,United States,6/7/2023,None
Coherent,SF Bay Area,196.0,2023-06-06,,Manufacturing,https://www.mercurynews.com/2023/06/06/tech-layoff-fremont-job-coherent-flex-unity-google-facebook-twitter/,Post-IPO,,United States,6/8/2023,COHR
Edgio,Phoenix,134.0,2023-06-06,12%,Infrastructure,https://investors.edg.io/static-files/829cb878-ba70-4965-bb63-3c4629781a41https://seekingalpha.com/news/3978762-edgio-to-cut-12-of-its-workforce-to-reduce-cost,Post-IPO,$462,United States,6/9/2023,EGIOQ
Unity,SF Bay Area,50.0,2023-06-06,,Other,https://www.mercurynews.com/2023/06/06/tech-layoff-fremont-job-coherent-flex-unity-google-facebook-twitter/,Post-IPO,$1300,United States,6/8/2023,U
Spotify,"Stockholm,Non-U.S.",200.0,2023-06-05,2%,Media,https://www.cnbc.com/2023/06/05/spotify-layoffs-200-employees-or-about-2percent-of-its-workforce-cut.html,Post-IPO,$2100,Sweden,6/5/2023,SPOT
ZoomInfo,Vancouver,120.0,2023-06-02,3%,Sales,https://www.bizjournals.com/portland/inno/stories/news/2023/06/02/zoominfo-layoffs.html,Post-IPO,$7,United States,6/2/2023,ZI
Outbrain,New York City,90.0,2023-06-01,10%,Marketing,https://www.calcalistech.com/ctechnews/article/syxin3hl3,Post-IPO,$394,United States,6/1/2023,OB
SentinelOne,SF Bay Area,,2023-06-01,5%,Security,https://s28.q4cdn.com/399982429/files/doc_earnings/2024/q1/generic/Shareholder-Letter-Q1-FY24-FINAL-SentinelOne.pdf,Post-IPO,$696,United States,6/1/2023,S
ZipRecruiter,Los Angeles,270.0,2023-05-31,20%,Recruiting,https://www.sec.gov/ix?doc=/Archives/edgar/data/1617553/000161755323000028/zip-20230531.htm,Post-IPO,$769,United States,5/31/2023,ZIP
DHI Group,New York City,53.0,2023-05-26,10%,Recruiting,https://aimgroup.com/2023/05/26/dhi-group-to-cut-workforce-by-10/,Post-IPO,,United States,6/6/2023,TIPH-R.BK
Western Digital,"Kfar Saba,Non-U.S.",60.0,2023-05-24,7%,Hardware,https://www.calcalistech.com/ctechnews/article/sk4mliohh,Post-IPO,$900,Israel,6/2/2023,WDC
Qualcomm,"Haifa,Non-U.S.",30.0,2023-05-23,,Hardware,https://www.calcalistech.com/ctechnews/article/hkfdle9s3,Post-IPO,,Israel,6/2/2023,QCOM
AppFolio,Santa Barbara,62.0,2023-05-22,,Real Estate,https://www.pacbiztimes.com/2023/05/22/appfolio-lays-off-62-people/,Post-IPO,$30,United States,5/23/2023,APPF
TuSimple,San Diego,,2023-05-18,30%,Transportation,https://techcrunch.com/2023/05/18/tusimple-to-lay-off-30-of-u-s-workforce-keep-china-business/,Post-IPO,$648,United States,5/18/2023,TSPH
Lemonade,New York City,45.0,2023-05-16,3%,Finance,https://www.calcalistech.com/ctechnews/article/s18wcz11r2,Post-IPO,$481,United States,5/16/2023,LMND
Telenav,"Cluj-Napoca,Non-U.S.",172.0,2023-05-12,,Transportation,https://www.romania-insider.com/telenav-closes-cluj-office-may-2023,Post-IPO,$30,Romania,5/12/2023,None
CS Disco,Austin,,2023-05-11,8%,Legal,https://www.law360.com/pulse/legal-tech/articles/1606941/legal-tech-co-disco-cuts-staff-8-in-2nd-round-of-layoffs,Post-IPO,$233,United States,5/12/2023,LAW
Microsoft,Seattle,158.0,2023-05-10,,Other,https://www.geekwire.com/2023/microsoft-cutting-more-jobs-in-seattle-region-beyond-global-layoffs-announced-in-january/,Post-IPO,$1,United States,5/10/2023,MSFT
Redbubble,"Melbourne,Non-U.S.",70.0,2023-05-10,23%,Retail,https://www.afr.com/technology/redbubble-axes-75-roles-in-a-new-cost-cutting-round-20230510-p5d762,Post-IPO,$55,Australia,5/10/2023,None
Similarweb,New York City,60.0,2023-05-10,6%,Other,https://www.calcalistech.com/ctechnews/article/sya4wmt4h,Post-IPO,$235,United States,5/11/2023,SMWB
Akamai,Boston,290.0,2023-05-09,3%,Security,https://www.bizjournals.com/boston/news/2023/05/09/akamai-cuts-global-workforce-2023.html,Post-IPO,$35,United States,5/10/2023,AKAM
AudioCodes,"Tel Aviv,Non-U.S.",80.0,2023-05-09,6%,Other,https://www.calcalistech.com/ctechnews/article/hjnggpd43,Post-IPO,$91,Israel,5/9/2023,AUDC
Marqeta,SF Bay Area,,2023-05-09,15%,Finance,https://www.fool.com/earnings/call-transcripts/2023/05/09/marqeta-mq-q1-2023-earnings-call-transcript/,Post-IPO,$530,United States,5/10/2023,MQ
Twist Bioscience,SF Bay Area,270.0,2023-05-05,25%,Healthcare,https://www.biospace.com/article/releases/twist-bioscience-reports-fiscal-second-quarter-2023-financial-results/,Post-IPO,$503,United States,5/5/2023,TWST
Shopify,"Ottawa,Non-U.S.",2300.0,2023-05-04,20%,Retail,https://www.cbc.ca/news/business/shopify-layoffs-1.6831842,Post-IPO,$122,Canada,5/4/2023,SHOP
Sabre,Dallas,1100.0,2023-05-04,15%,Travel,https://skift.com/2023/05/04/sabre-is-cutting-15-percent-of-its-workforce-roughly-1100-jobs/,Post-IPO,$1700,United States,5/5/2023,SABR
Unity,SF Bay Area,600.0,2023-05-03,8%,Other,https://www.wsj.com/articles/unity-conducts-its-third-and-largest-round-of-layoffs-in-a-year-48fdafe1,Post-IPO,$1300,United States,5/3/2023,U
Upwork,SF Bay Area,137.0,2023-05-03,15%,Other,https://www.upwork.com/press/releases/a-message-from-our-ceo,Post-IPO,$168,United States,5/3/2023,UPWK
Brightcove,Boston,70.0,2023-05-03,10%,Marketing,https://www.bizjournals.com/boston/news/2023/05/03/brightcove-cuts-across-organization.html,Post-IPO,$145,United States,5/4/2023,None
Cue Health,San Diego,326.0,2023-04-28,30%,Healthcare,https://www.sec.gov/Archives/edgar/data/1628945/000162894523000085/hlth-20230428.htm,Post-IPO,$899,United States,5/1/2023,HLTHQ
